rollout/success rate,train/critic_loss,rollout/ep_len_mean,time/fps,time/time_elapsed,time/episodes,rollout/ep_rew_mean,time/total timesteps,train/actor_loss,train/n_updates,train/learning_rate
0.0,14.88928770494461,6120.38,327,22913,1716,-6925.4966328,7513738,158.00712048339844,7353674,0.001
0.0,,6111.61,327,22920,1717,-6868.6961654000015,7514144,,,
0.0,18.027720784187316,6130.72,327,22978,1718,-6873.244235240002,7517810,157.48944705200196,7357674,0.001
0.0,15.045209396362305,6050.76,326,22995,1719,-6365.975843800002,7518713,157.29161587524413,7358674,0.001
0.0,,5953.93,326,23001,1720,-6344.944640330001,7519030,,,
0.0,17.08771036720276,5953.93,325,23148,1721,-6326.69861241,7529030,156.93201461791992,7368674,0.001
0.0,15.968605317115784,5947.59,323,23288,1722,-6341.879628600001,7538396,157.2532998046875,7377674,0.001
0.0,13.941620777606964,6038.79,322,23441,1723,-6364.717050010002,7548396,155.98508905029297,7387674,0.001
0.0,14.799597173213959,6126.04,320,23593,1724,-6405.602888190001,7558396,156.0801640625,7397674,0.001
0.0,17.255558682918547,6126.04,318,23741,1725,-5958.545104710001,7568396,155.4553627319336,7407674,0.001
0.0,,6028.74,318,23747,1726,-5921.23634223,7568666,,,
0.0,16.0475540766716,5930.85,318,23757,1727,-5895.41291552,7568877,155.20801528930664,7408674,0.001
0.0,15.45979406261444,5925.06,318,23777,1728,-5885.366425280001,7570221,155.64361505126953,7409674,0.001
0.0,,5829.09,318,23784,1729,-5847.1972139,7570624,,,
0.0,16.002882269859313,5733.84,318,23797,1730,-5660.212444729999,7571099,155.08018283081054,7410674,0.001
0.0,15.103852659702302,5828.78,316,23942,1731,-5687.03674411,7581099,155.41168676757812,7420674,0.001
0.0,13.401669442653656,5828.78,315,24088,1732,-5681.902862509999,7591099,154.74047094726564,7430674,0.001
0.0,13.464898381233215,5748.65,314,24105,1733,-5643.00656104,7592042,154.56169198608399,7431674,0.001
0.0,13.995825067520142,5779.79,314,24163,1734,-5648.401154349999,7595890,154.56685482788086,7435674,0.001
0.0,13.817418937206268,5698.99,314,24194,1735,-5620.664146849999,7597810,154.03527017211914,7437674,0.001
0.0,,5632.82,313,24199,1736,-5477.26225925,7598005,,,
0.0,,5535.9,313,24205,1737,-5437.1549208999995,7598313,,,
0.0,13.331721758365632,5535.9,312,24358,1738,-5944.77458815,7608313,155.41968362426758,7447674,0.001
0.0,14.668924088478088,5470.12,311,24413,1739,-5912.863032910001,7611735,155.92030203247072,7451674,0.001
0.0,,5372.76,311,24418,1740,-5862.84090703,7611999,,,
0.0,,5373.51,311,24424,1741,-5864.17000733,7612289,,,
0.0,,5368.15,311,24430,1742,-5861.723878959998,7612555,,,
0.0,14.269430401802063,5461.94,310,24577,1743,-5919.241918269999,7622555,156.19826510620118,7461674,0.001
0.0,14.278036040306091,5549.69,308,24724,1744,-5960.66822594,7632555,154.9215965576172,7471674,0.001
0.0,14.083229749202728,5555.8,308,24738,1745,-5963.03934038,7633248,154.6439242553711,7472674,0.001
0.0,13.107158442020417,5603.72,307,24815,1746,-5978.388308940001,7638509,154.6638897705078,7477674,0.001
0.0,13.466391641616822,5665.51,306,24961,1747,-6002.8333797899995,7648509,153.36226412963867,7487674,0.001
0.0,13.195545079231263,5761.91,305,25107,1748,-6065.283596489999,7658509,148.62231088256837,7497674,0.001
0.0,13.94482218503952,5763.42,304,25118,1749,-6066.8584581999985,7658848,148.50833779907228,7498674,0.001
0.0,14.051759026527405,5672.0,304,25135,1750,-5925.931613559998,7659706,148.57498565673828,7499674,0.001
0.0,,5613.07,304,25141,1751,-5911.242766689999,7660025,,,
0.0,,5533.28,304,25146,1752,-5888.87548327,7660169,,,
0.0,,5530.14,304,25152,1753,-5888.18534831,7660479,,,
0.0,13.879398534774781,5625.33,303,25298,1754,-5919.577840090001,7670479,147.58350848388673,7509674,0.001
0.0,14.009330164909363,5625.33,301,25454,1755,-6591.543756969998,7680479,151.32636575317383,7519674,0.001
0.0,14.96896062374115,5719.11,300,25609,1756,-7220.375439969998,7690479,154.4626145019531,7529674,0.001
0.0,14.980473002433778,5814.23,298,25755,1757,-7233.937735469999,7700479,154.6182035217285,7539674,0.001
0.0,14.979757112503052,5814.23,297,25901,1758,-7176.532978159999,7710479,154.55451611328124,7549674,0.001
0.0,15.145906607627868,5737.86,297,25941,1759,-7132.76305725,7712842,154.23211642456056,7552674,0.001
0.0,,5640.19,297,25946,1760,-7100.077290709999,7713075,,,
0.0,14.718432106018067,5701.55,295,26091,1761,-7122.200465929999,7723075,151.90913165283203,7562674,0.001
0.0,,5701.4,295,26096,1762,-7122.165579290001,7723291,,,
0.0,13.371992490768433,5797.49,294,26242,1763,-7135.336754820001,7733291,149.3547105407715,7572674,0.001
0.0,,5701.13,294,26248,1764,-7097.7435835000015,7733655,,,
0.0,14.609479197502136,5798.16,293,26396,1765,-7349.521595550002,7743655,143.8560840148926,7582674,0.001
0.0,14.285135417461396,5798.16,292,26547,1766,-7719.025966900002,7753655,143.7918803100586,7592674,0.001
0.0,14.252241191864014,5799.36,291,26561,1767,-7768.881844539999,7754184,143.45635513305663,7593674,0.001
0.0,14.210270816326142,5896.87,290,26706,1768,-7810.59485999,7764184,144.16683120727538,7603674,0.001
0.0,,5895.21,290,26712,1769,-7810.351159,7764494,,,
0.0,14.932857501029968,5798.82,290,26723,1770,-7743.344266,7764855,144.1481682739258,7604674,0.001
0.0,,5701.42,290,26729,1771,-7709.3031697,7765115,,,
0.0,,5679.45,290,26733,1772,-7706.9046826899985,7765282,,,
0.0,14.938220005512237,5777.06,289,26878,1773,-7746.567589149999,7775282,145.00706600952148,7614674,0.001
0.0,15.407445534706115,5874.97,288,27024,1774,-7772.138070279999,7785282,144.7613790588379,7624674,0.001
0.0,15.202215215682983,5874.97,286,27169,1775,-7724.34209862,7795282,145.64114083862304,7634674,0.001
0.0,13.684390109062194,5779.03,286,27181,1776,-7442.746573439999,7795688,146.05566326904298,7635674,0.001
0.0,14.209825342178345,5749.29,285,27283,1777,-7393.41649753,7802714,145.33177792358399,7642674,0.001
0.0,15.271694773197174,5749.29,284,27429,1778,-7385.004788019999,7812714,145.34493481445313,7652674,0.001
0.0,14.441542313098907,5846.35,283,27574,1779,-7427.647058550001,7822714,144.8161393737793,7662674,0.001
0.0,15.042196969032288,5864.66,283,27606,1780,-7432.507401950001,7824725,145.28092636108397,7664674,0.001
0.0,13.821510723590851,5864.66,282,27751,1781,-7457.35088254,7834725,141.52268328857423,7674674,0.001
0.0,,5767.92,282,27757,1782,-7432.258379230001,7835051,,,
0.0,13.289116731166839,5756.88,281,27888,1783,-7399.759667010001,7843947,141.14755839538574,7683674,0.001
0.0,13.349296988964081,5756.88,280,28032,1784,-7401.32840317,7853947,136.9894426574707,7693674,0.001
0.0,,5758.35,280,28038,1785,-7403.754053709999,7854267,,,
0.0,13.197151392936707,5809.84,279,28140,1786,-7412.5259233,7861192,133.09309143066406,7700674,0.001
0.0,13.54538272857666,5908.1,278,28286,1787,-7445.10785745,7871192,132.0223314666748,7710674,0.001
0.0,12.987231813430785,5912.91,278,28316,1788,-7447.0796437399995,7873092,131.7662805328369,7712674,0.001
0.0,14.055584062576294,5829.54,277,28344,1789,-7424.157160039999,7874755,131.8930279083252,7714674,0.001
0.0,,5737.7,277,28355,1790,-7408.3280562,7875571,,,
0.0,12.536204023361206,5737.7,276,28500,1791,-7402.36525954,7885571,131.55885231018067,7724674,0.001
0.0,12.661940591812133,5643.05,276,28513,1792,-6956.951722659999,7886106,131.45044735717772,7725674,0.001
0.0,11.541840123176575,5643.05,275,28659,1793,-7058.40557813,7896106,131.47861323547363,7735674,0.001
0.0,10.911240052700043,5643.05,274,28804,1794,-6908.7040026,7906106,131.34027824401855,7745674,0.001
0.0,,5642.97,274,28810,1795,-6907.901927070001,7906337,,,
0.0,11.841730038642883,5642.97,273,28958,1796,-7113.793943500001,7916337,130.23068815612794,7755674,0.001
0.0,12.55832950592041,5642.97,272,29102,1797,-7123.59790634,7926337,130.5365738220215,7765674,0.001
0.0,13.019830848693848,5740.87,271,29248,1798,-7172.606599579999,7936337,131.0507801361084,7775674,0.001
0.0,12.646346480369568,5740.87,270,29393,1799,-6658.719539859999,7946337,132.89672254943846,7785674,0.001
0.0,12.902925078392029,5740.87,269,29539,1800,-6639.771126169999,7956337,129.6424197692871,7795674,0.001
0.0,13.97921506023407,5778.81,268,29689,1801,-6992.411228819999,7966337,129.94697872924806,7805674,0.001
0.0,13.080902732849122,5871.3,267,29833,1802,-7072.498064779999,7976337,130.41359019470215,7815674,0.001
0.0,,5772.27,267,29837,1803,-7033.72404297,7976434,,,
0.0,12.864424094200134,5772.27,266,29991,1804,-6727.67952038,7986434,134.68756074523927,7825674,0.001
0.0,15.513674924850465,5675.37,266,30002,1805,-5943.938505720002,7986744,135.05383982849122,7826674,0.001
0.0,,5583.75,266,30013,1806,-5956.375917110001,7987582,,,
0.0,12.760749330997466,5583.75,265,30158,1807,-5883.83633809,7997582,134.52210691833497,7836674,0.001
0.0,14.474995517253875,5511.6,265,30169,1808,-5849.90845903,7997916,134.7391488342285,7837674,0.001
0.0,15.027443569660187,5508.05,264,30213,1809,-5839.86389956,8000741,134.65262541198732,7840674,0.001
