train/n_updates,time/time_elapsed,time/episodes,rollout/ep_rew_mean,train/critic_loss,time/fps,rollout/success rate,train/actor_loss,rollout/ep_len_mean,train/learning_rate,time/total timesteps
5552674,26009,1385,-11083.33120304,27.76394232749939,219,0.0,196.8397044067383,5881.27,0.001,5712823
5553674,26029,1386,-10658.307494040002,26.572090867996216,219,0.0,196.97041137695314,5794.45,0.001,5714141
5563674,26181,1387,-10836.37927087,26.683343688964843,218,0.0,198.89214266967772,5794.45,0.001,5724141
5565674,26217,1388,-10844.50326374,25.7436100730896,218,0.0,198.80188739013673,5817.4,0.001,5726654
5574674,26348,1389,-10999.45649495,26.99185975074768,217,0.0,198.76809051513672,5804.37,0.001,5735351
5576674,26375,1390,-10908.103891379998,27.744810930252076,217,0.0,197.9909224243164,5718.61,0.001,5736775
5586674,26520,1391,-10693.1253604,27.317786085128784,216,0.0,196.9985955810547,5718.61,0.001,5746775
,26527,1392,-10634.178539870001,,216,0.0,,5622.68,,5747182
5588674,26557,1393,-10642.12153444,26.22707060432434,216,0.0,196.87785598754883,5639.49,0.001,5749013
5598674,26719,1394,-11638.069701359998,26.124617809295653,215,0.0,198.89336526489257,5705.47,0.001,5759013
,26726,1395,-11532.357883910001,,215,0.0,,5609.33,,5759399
5608674,26872,1396,-11310.076867839998,25.596089916229246,214,0.0,199.68717010498048,5609.33,0.001,5769399
5618674,27017,1397,-11120.897993719998,27.13521427345276,213,0.0,200.64336474609374,5609.33,0.001,5779399
5626674,27142,1398,-11566.738130680002,27.062500120162962,213,0.0,202.07457369995117,5587.21,0.001,5787187
5636674,27292,1399,-11843.134905270002,26.356451808929442,212,0.0,203.87221377563478,5587.21,0.001,5797187
5641674,27363,1400,-11750.17324826,24.72557497215271,212,0.0,203.644434967041,5534.09,0.001,5801875
5651674,27508,1401,-11807.2094161,24.254532682418823,211,0.0,204.1277183227539,5590.38,0.001,5811875
5661674,27653,1402,-11812.98377454,23.561829523086548,210,0.0,203.3710216064453,5652.98,0.001,5821875
5665674,27711,1403,-11732.94983744,24.185681482315065,210,0.0,202.94535830688477,5591.5,0.001,5825727
5675674,27863,1404,-12204.358922669999,24.42145860481262,209,0.0,204.2546373901367,5677.34,0.001,5835727
5685674,28009,1405,-12164.381268149999,23.489204151153565,208,0.0,203.82087115478515,5720.0,0.001,5845727
5689674,28074,1406,-12253.39646704,23.963417079925538,208,0.0,204.19686880493165,5762.38,0.001,5850160
5694674,28146,1407,-12257.13612648,24.45768445968628,208,0.0,203.4034646911621,5800.88,0.001,5854840
,28150,1408,-12197.818790520001,,207,0.0,,5702.64,,5855016
,28158,1409,-12187.127127230004,,207,0.0,,5684.21,,5855446
5695674,28168,1410,-11915.702989750002,25.835588441848756,207,0.0,204.07260717773437,5586.86,0.001,5855711
5699674,28238,1411,-12042.112065530002,23.939172157287597,207,0.0,203.46487484741212,5597.36,0.001,5860544
5701674,28262,1412,-11372.155293460004,24.151142652511595,207,0.0,203.97353686523437,5510.26,0.001,5861780
,28269,1413,-11371.776206710003,,207,0.0,,5506.11,,5862112
5702674,28282,1414,-11373.336872810005,24.70506274795532,207,0.0,203.70292416381835,5510.57,0.001,5862774
,28287,1415,-10947.566915390002,,207,0.0,,5412.1,,5862927
5712674,28434,1416,-10993.78564982,23.653561176300048,206,0.0,202.0663204650879,5504.07,0.001,5872927
,28439,1417,-10967.166520289997,,206,0.0,,5406.29,,5873149
5722674,28596,1418,-11607.931842639999,24.123004337310793,205,0.0,201.6339160461426,5406.29,0.001,5883149
5732674,28742,1419,-11593.217694539999,23.198607500076292,205,0.0,201.54816583251954,5406.29,0.001,5893149
5738674,28826,1420,-11574.943007659998,23.283404863357543,204,0.0,201.13131951904296,5419.7,0.001,5898706
,28837,1421,-10864.532557019998,,204,0.0,,5327.16,,5899452
5748674,28982,1422,-10227.848233949999,23.004723485946656,203,0.0,200.9596008605957,5345.99,0.001,5909452
5749674,28996,1423,-10192.26216262,24.227553735733032,203,0.0,200.39138272094726,5251.62,0.001,5910015
5759674,29144,1424,-10377.6567264,24.435661905288697,203,0.0,200.8784084777832,5348.92,0.001,5920015
5769674,29290,1425,-10428.890406370001,24.7344893989563,202,0.0,199.98886920166015,5443.74,0.001,5930015
5779674,29436,1426,-10382.96466259,22.983703702926636,201,0.0,199.1320287475586,5443.74,0.001,5940015
,29440,1427,-10289.346414470001,,201,0.0,,5411.97,,5940160
5781674,29472,1428,-10293.568321790002,23.329130922317503,201,0.0,199.73815243530274,5421.45,0.001,5942196
5783674,29500,1429,-10182.207446800001,23.961851490020752,201,0.0,199.18151678466796,5337.8,0.001,5943831
5793674,29646,1430,-10221.54046962,23.252137197494505,200,0.0,199.72780319213868,5420.23,0.001,5953831
,29656,1431,-10226.73443979,,200,0.0,,5415.8,,5954533
5803674,29800,1432,-9974.102741100003,22.105132846832277,200,0.0,199.1980478820801,5438.44,0.001,5964533
5804674,29813,1433,-9982.084513650001,24.605742120742796,200,0.0,199.49657196044922,5435.95,0.001,5965044
5814674,29958,1434,-10034.930916750001,26.466114938735963,199,0.0,198.35610437011718,5531.86,0.001,5975044
5815674,29978,1435,-10024.013663669999,23.72168238449097,199,0.0,197.9549909362793,5486.88,0.001,5976279
5817674,30008,1436,-9348.361951589999,22.81499469947815,199,0.0,198.45987707519532,5404.69,0.001,5978060
5827674,30153,1437,-9385.072217339999,24.561788193702697,198,0.0,197.60115606689453,5462.0,0.001,5988060
5833674,30243,1438,-9379.610952919998,22.930510274887084,198,0.0,196.21053048706054,5495.97,0.001,5994186
5839674,30328,1439,-9405.98871796,23.17620535182953,197,0.0,196.03825042724608,5549.85,0.001,5999779
,30339,1440,-9374.282573379998,,197,0.0,,5476.24,,6000613
