time/episodes,time/total timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/success rate,time/time_elapsed,time/fps,train/n_updates,train/learning_rate,train/critic_loss,train/actor_loss
819,2947106,3686.87,-17200.39696117,0.0,22130,133,2783106,0.001,855.7442707824707,559.2982495727539
820,2947276,3648.57,-16970.63156739,0.0,22184,132,2787106,0.001,864.1211150970458,557.4316162109375
821,2951276,3648.57,-16996.923349430002,0.0,22229,132,2787276,0.001,904.0049693388097,556.7128647748161
822,2955276,3674.15,-17139.0841964,0.0,22321,132,2791276,0.001,879.3252985076904,556.4054971313476
823,2957815,3659.54,-16965.08384253,0.0,22400,132,2795276,0.001,876.0633751678466,556.5469967956543
824,2961815,3659.54,-16789.90147565,0.0,22475,131,2797815,0.001,883.6280437287687,556.4023405755947
825,2965815,3659.54,-16764.208372189998,0.0,22567,131,2801815,0.001,880.4304085845947,557.9711594238281
826,2969815,3659.54,-16652.59263444,0.0,22658,131,2805815,0.001,876.4407190093995,559.0720864257812
827,2971037,3631.76,-16562.22303034,0.0,22723,130,2809815,0.001,902.7581459960937,558.3298271179199
828,2975037,3656.91,-16774.461474260002,0.0,22783,130,2811037,0.001,909.4921570823158,558.4968368605194
829,2979037,3656.91,-16719.85893812,0.0,22875,130,2815037,0.001,939.1777703704834,558.7663549194336
830,2983037,3656.91,-16771.24275356,0.0,22967,129,2819037,0.001,917.5994749603271,559.005009552002
831,2987037,3656.91,-16932.956332619997,0.0,23061,129,2823037,0.001,937.1464862213135,561.3093630981446
832,2991037,3656.91,-16752.91737016,0.0,23154,129,2827037,0.001,959.8605201568604,562.2628486938477
833,2995037,3656.91,-16877.77163923,0.0,23250,128,2831037,0.001,957.9233296203613,563.7841135253906
834,2999037,3656.91,-16933.16630379,0.0,23347,128,2835037,0.001,977.8740960235596,566.1875265808105
835,3003037,3656.91,-16925.41779292,0.0,23438,128,2839037,0.001,1037.1661566162109,568.5491335754394
836,3003813,3624.67,-16707.982968790002,0.0,23499,127,2843037,0.001,1021.8453347473145,569.8104972839355
837,3007813,3624.67,-16756.89416357,0.0,23551,127,2843813,0.001,1075.663860832293,570.363061491976
838,3011813,3624.67,-16825.45039613,0.0,23645,127,2847813,0.001,1047.40692376709,571.1300211181641
839,3015813,3624.67,-16735.095029930002,0.0,23737,127,2851813,0.001,1090.8745767364503,571.4149891357422
840,3019813,3624.67,-16994.76720108,0.0,23835,126,2855813,0.001,1047.4537669677734,575.1447694091797
841,3023813,3624.67,-16801.46611598,0.0,23927,126,2859813,0.001,1097.0775532226562,579.8675144042969
842,3027813,3624.67,-16942.569367260003,0.0,24023,126,2863813,0.001,1160.3976674346925,582.7001533508301
843,3031813,3624.67,-16775.49151423,0.0,24115,125,2867813,0.001,1230.5608071289062,585.2098482666015
844,3035813,3624.67,-16857.706157999997,0.0,24208,125,2871813,0.001,1245.0134019165039,589.4665100708008
845,3039813,3624.67,-16718.10712178,0.0,24304,125,2875813,0.001,1212.9669925994874,594.1299329223633
846,3040763,3594.17,-16719.144823489998,0.0,24367,124,2879813,0.001,1258.6970460510254,600.7571094970704
847,3044763,3594.17,-16527.7088778,0.0,24422,124,2880763,0.001,1269.8808663779812,602.5693142218339
848,3048158,3614.53,-16623.455322849997,0.0,24509,124,2884763,0.001,1313.3090158081054,606.6176758117675
849,3048850,3581.45,-16342.015836129998,0.0,24560,124,2888158,0.001,1274.279103899634,611.8356647828442
850,3052850,3589.42,-16388.513150109997,0.0,24612,124,2888850,0.001,1310.2874631495833,612.5761302440842
851,3056850,3591.09,-16299.520306440001,0.0,24704,123,2892850,0.001,1280.1673782806397,616.2836596984863
852,3060850,3591.09,-16421.127942040002,0.0,24800,123,2896850,0.001,1276.0486343994141,617.0795765686036
853,3064850,3599.36,-16298.106416730001,0.0,24891,123,2900850,0.001,1232.286335357666,617.1413292541504
854,3068850,3607.94,-16162.241063860003,0.0,24981,122,2904850,0.001,1271.2191162414551,618.6533294677735
855,3070510,3584.54,-15958.564595390002,0.0,25050,122,2908850,0.001,1232.4059811553955,620.0289549865722
856,3071761,3557.05,-15889.866169660001,0.0,25086,122,2910510,0.001,1249.000143837067,619.0704275843609
857,3072500,3524.44,-15851.215784400003,0.0,25112,122,2911761,0.001,1200.1133564339934,618.8114091796875
858,3076500,3524.44,-15864.417231980004,0.0,25164,122,2912500,0.001,1237.5211816769652,618.7176132614549
859,3080333,3522.77,-15872.77950859,0.0,25253,121,2916500,0.001,1236.674897506714,620.3017765808105
860,3084333,3560.04,-16297.247291029998,0.0,25351,121,2920333,0.001,1256.7692983195889,620.9999552430091
861,3088333,3560.04,-16346.945532070002,0.0,25446,121,2924333,0.001,1187.8619405975342,622.1474620971679
862,3092333,3568.49,-16407.31268231,0.0,25540,121,2928333,0.001,1255.7483388214112,621.8059486999512
863,3095288,3558.04,-16425.488621440003,0.0,25623,120,2932333,0.001,1236.6044480285645,621.741811126709
864,3099288,3558.04,-16478.293494020003,0.0,25703,120,2935288,0.001,1262.0052061232616,623.1420025857763
865,3103288,3561.4,-16528.35206915,0.0,25795,120,2939288,0.001,1247.4578318634033,622.2987182617187
866,3107288,3590.73,-16822.507802300002,0.0,25890,120,2943288,0.001,1311.3771183166505,627.451319519043
867,3111288,3590.73,-16905.17197411,0.0,25983,119,2947288,0.001,1251.8589766845703,628.9275040588379
868,3115288,3590.73,-16954.54622372,0.0,26077,119,2951288,0.001,1241.6480269470214,626.3739768676758
869,3119288,3590.73,-16935.708680159998,0.0,26169,119,2955288,0.001,1262.941800064087,627.8364427185059
870,3123288,3590.73,-17010.966450009997,0.0,26265,118,2959288,0.001,1239.852805130005,626.8680086669922
871,3127288,3601.14,-17160.0314921,0.0,26366,118,2963288,0.001,1221.6720382080077,627.0614517822265
872,3131288,3601.14,-17078.05341846,0.0,26464,118,2967288,0.001,1200.9660101776124,625.4503645629883
873,3135288,3601.14,-17020.41928879,0.0,26562,118,2971288,0.001,1231.6309387054444,624.2670457763672
874,3135808,3566.34,-16792.97742285,0.0,26623,117,2975288,0.001,1233.4668762054444,623.4710392150879
875,3139808,3566.34,-16909.674560739997,0.0,26677,117,2975808,0.001,1210.8537087073694,621.8595651479868
876,3143808,3566.34,-16851.82395151,0.0,26774,117,2979808,0.001,1229.4947216339112,622.8861671752929
877,3147808,3566.34,-16924.605300979994,0.0,26882,117,2983808,0.001,1215.2811092224122,618.9054639892578
878,3151808,3566.34,-16854.48226568,0.0,26978,116,2987808,0.001,1168.185271484375,615.3661690979004
879,3155808,3566.34,-16815.0096645,0.0,27071,116,2991808,0.001,1156.9103389587403,608.7034953613281
880,3159808,3566.34,-16947.390002769996,0.0,27172,116,2995808,0.001,1129.9042423553467,603.9979176940918
881,3163808,3566.34,-16811.635299999994,0.0,27265,116,2999808,0.001,1141.6256630859375,601.071324584961
882,3167808,3566.34,-16701.06344472,0.0,27359,115,3003808,0.001,1123.263264678955,598.89784375
883,3170241,3550.67,-16507.24148246,0.0,27438,115,3007808,0.001,1122.9757648620605,594.1166134338379
884,3174241,3550.67,-16237.713277900002,0.0,27510,115,3010241,0.001,1122.629351859322,589.6270262065686
885,3178241,3550.67,-16248.494610009999,0.0,27602,115,3014241,0.001,1151.883362701416,588.8129263000488
886,3182241,3550.67,-16263.584420399999,0.0,27695,114,3018241,0.001,1147.23764553833,586.1393047485352
887,3186241,3550.67,-16288.44539313,0.0,27789,114,3022241,0.001,1129.2776767425537,582.8319859924317
888,3190241,3550.67,-16339.370514309998,0.0,27883,114,3026241,0.001,1163.222459411621,580.1635603027344
889,3194241,3557.38,-16270.84950936,0.0,27973,114,3030241,0.001,1121.6133155975342,576.9690333557129
890,3198241,3557.38,-16432.520074049997,0.0,28074,113,3034241,0.001,1114.0802509155274,571.5957821960449
891,3202241,3574.39,-16275.33817738,0.0,28166,113,3038241,0.001,1069.8640899353027,568.5891582641601
892,3202868,3540.66,-16039.438953959998,0.0,28226,113,3042241,0.001,1086.486746749878,567.8931795959472
893,3206868,3540.66,-15920.703493699997,0.0,28277,113,3042868,0.001,1080.1385499020323,564.4748233868058
894,3210868,3540.66,-15803.502020189999,0.0,28371,113,3046868,0.001,1090.582044418335,563.9090272827149
895,3214868,3540.66,-15941.420865379998,0.0,28473,112,3050868,0.001,1096.551005645752,563.061344177246
896,3218868,3540.66,-15812.225776279996,0.0,28565,112,3054868,0.001,1077.7763470458985,564.6843939208984
897,3222868,3540.66,-15769.82118763,0.0,28665,112,3058868,0.001,1099.4607257232667,561.7729515686035
898,3226868,3540.66,-15680.14203921,0.0,28758,112,3062868,0.001,1086.775837097168,558.3462819824218
899,3230868,3540.66,-15918.225580420001,0.0,28856,111,3066868,0.001,1085.655752960205,554.9912294006348
900,3234868,3540.66,-15852.821318500002,0.0,28953,111,3070868,0.001,1066.4281424713135,552.2750283813476
901,3238868,3540.66,-16009.615205319998,0.0,29060,111,3074868,0.001,1073.512617477417,553.7705098266601
902,3242709,3539.07,-15883.167733989998,0.0,29150,111,3078868,0.001,1080.549418685913,555.2324175109864
903,3244205,3514.03,-15817.141804349994,0.0,29216,111,3082709,0.001,1084.2035623524096,552.8527948697408
904,3248205,3514.03,-15710.285941439997,0.0,29278,110,3084205,0.001,1074.119025327305,552.0035465668867
905,3252205,3514.03,-15784.848287509996,0.0,29372,110,3088205,0.001,1091.0669640197755,553.7708072509765
906,3256205,3514.03,-15691.80138511,0.0,29464,110,3092205,0.001,1063.0806525268554,553.1096860961914
907,3260205,3514.03,-15577.256006339998,0.0,29555,110,3096205,0.001,1107.1768858795167,553.1090314636231
908,3264205,3545.53,-15761.183844449997,0.0,29648,110,3100205,0.001,1087.6137295684814,554.2436358642578
909,3265956,3523.04,-15650.310580099998,0.0,29719,109,3104205,0.001,1039.548204711914,551.8076830139161
910,3269956,3523.04,-15644.570171029998,0.0,29782,109,3105956,0.001,1062.686460101761,550.8048274767453
911,3271780,3501.28,-15399.16110055,0.0,29853,109,3109956,0.001,1088.3748477478027,552.7746469726562
912,3275780,3501.28,-15431.501568330003,0.0,29918,109,3111780,0.001,1068.4682964860347,554.1158470019959
913,3279780,3501.28,-15424.920401750001,0.0,30010,109,3115780,0.001,1083.1499231262208,557.9075526733399
914,3283780,3540.07,-15774.803331380002,0.0,30106,109,3119780,0.001,1061.279876663208,559.1189301452637
915,3287780,3566.74,-15979.516749510001,0.0,30204,108,3123780,0.001,1087.467215499878,565.2229068603516
916,3289550,3544.44,-15904.42271069,0.0,30274,108,3127780,0.001,1123.4707879333496,571.385441040039
917,3292801,3536.95,-15699.236457629997,0.0,30331,108,3129550,0.001,1095.050686076536,571.2072934597899
918,3296801,3536.95,-15763.172293409998,0.0,30416,108,3132801,0.001,1121.6896195964644,572.0334568434495
919,3300801,3536.95,-15763.90033024,0.0,30509,108,3136801,0.001,1156.580020904541,575.0868847351074
920,3304801,3575.25,-15831.691091350003,0.0,30601,107,3140801,0.001,1132.5386452941896,573.1256818237305
921,3308801,3575.25,-15852.299991859998,0.0,30696,107,3144801,0.001,1083.9000269012452,570.8289989318847
922,3312801,3575.25,-15896.6067576,0.0,30791,107,3148801,0.001,1064.6930205078124,567.6018328552246
923,3316801,3589.86,-16190.219848099998,0.0,30887,107,3152801,0.001,1057.5097415313721,565.2918479309081
924,3316979,3551.64,-16017.256602679998,0.0,30943,107,3156801,0.001,1045.8927623138427,565.0028623962403
925,3318681,3528.66,-15919.432262109998,0.0,30964,107,3156979,0.001,1054.08880169472,563.5645107312149
926,3322681,3528.66,-15973.26010878,0.0,31028,107,3158681,0.001,1053.6065133763816,562.3521623084744
927,3326681,3556.44,-16023.739697049998,0.0,31120,106,3162681,0.001,1094.6866161651612,562.7092293395996
928,3330681,3556.44,-15873.258086619999,0.0,31212,106,3166681,0.001,1072.1513017272948,561.3016944274902
929,3334681,3556.44,-16099.582636399999,0.0,31310,106,3170681,0.001,1084.4742039642333,559.5039426574707
930,3338681,3556.44,-16316.491495389999,0.0,31411,106,3174681,0.001,1060.1614362335206,559.7119955444336
931,3342681,3556.44,-16476.820256460003,0.0,31513,106,3178681,0.001,1066.1160212554933,561.2059932556152
932,3343585,3525.48,-16350.69855873,0.0,31574,105,3182681,0.001,1066.9949459991456,564.2719269714355
933,3347585,3525.48,-16189.360781320003,0.0,31628,105,3183585,0.001,1049.5119938133037,563.345674902992
934,3351585,3525.48,-15877.564601520002,0.0,31720,105,3187585,0.001,1081.1395613555908,564.64651071167
935,3355585,3525.48,-15918.16910484,0.0,31813,105,3191585,0.001,1071.124749343872,566.4859743652344
936,3357371,3535.58,-15907.383342969999,0.0,31883,105,3195585,0.001,1041.559843826294,566.9911524963379
937,3361371,3535.58,-16121.32369007,0.0,31952,105,3197371,0.001,1038.3225812580924,566.6910767421743
938,3365371,3535.58,-16043.29539004,0.0,32046,105,3201371,0.001,1070.7545844726562,569.0847520751953
939,3369371,3535.58,-16167.2134904,0.0,32139,104,3205371,0.001,1068.0436759643555,570.8785631408691
940,3373371,3535.58,-15874.751314639998,0.0,32230,104,3209371,0.001,1074.513661315918,571.2310477600098
941,3377371,3535.58,-15857.04681618,0.0,32323,104,3213371,0.001,1082.6208806152345,570.2433725280762
942,3377905,3500.92,-15563.88701961,0.0,32382,104,3217371,0.001,1090.3681076507569,573.3725245666504
943,3381905,3500.92,-15736.65859604,0.0,32434,104,3217905,0.001,1055.5667894913463,571.8817346694318
944,3384425,3486.12,-15692.583051250002,0.0,32513,104,3221905,0.001,1076.352974395752,573.617123260498
945,3388425,3486.12,-15605.352231160003,0.0,32587,103,3224425,0.001,1060.210875181168,572.41449589805
946,3389226,3484.63,-15569.943863450002,0.0,32648,103,3228425,0.001,1070.4874751434327,571.5691988525391
947,3393226,3484.63,-15525.11260214,0.0,32699,103,3229226,0.001,1054.0524043584435,571.0422144102635
948,3397226,3490.68,-15740.219171820001,0.0,32799,103,3233226,0.001,1063.2081819610596,570.8245958862304
949,3397502,3486.52,-15741.299220350003,0.0,32855,103,3237226,0.001,1055.537330291748,568.6824663085938
950,3401502,3486.52,-15857.963026660002,0.0,32904,103,3237502,0.001,1039.2901677670686,567.6663592794667
951,3405502,3486.52,-15863.478740100001,0.0,32998,103,3241502,0.001,1048.3028365020753,566.3995620117188
952,3405850,3450.0,-15549.87307961,0.0,33055,103,3245502,0.001,1054.310220916748,565.1702758789063
953,3409850,3450.0,-15765.190835340001,0.0,33106,102,3245850,0.001,1053.180574965203,563.5657289000764
954,3413850,3450.0,-16035.180791780002,0.0,33203,102,3249850,0.001,1051.424641052246,562.2813440246582
955,3417850,3473.4,-16105.63544846,0.0,33296,102,3253850,0.001,1034.1821070861815,565.6209407348633
956,3421850,3500.89,-16179.576569960002,0.0,33388,102,3257850,0.001,1039.88786328125,564.8057527770997
957,3425850,3533.5,-16257.88310225,0.0,33480,102,3261850,0.001,1019.0965849761963,566.2276711730957
958,3425902,3494.02,-16124.459436619998,0.0,33534,102,3265850,0.001,1052.6134225769042,564.8261263427735
959,3429902,3495.69,-16183.88120897,0.0,33578,102,3265902,0.001,1086.2417414738582,564.5007864145132
960,3433902,3495.69,-15899.95139772,0.0,33671,101,3269902,0.001,1051.3999499359131,563.9167874450684
961,3437902,3495.69,-16084.17651265,0.0,33773,101,3273902,0.001,1054.6626633911133,563.9082403869629
962,3441902,3495.69,-16296.664079499997,0.0,33875,101,3277902,0.001,1025.8065345611572,565.7218386840821
963,3444071,3487.83,-16211.7499944,0.0,33949,101,3281902,0.001,998.9461656646729,564.1932857666015
964,3448071,3487.83,-16359.05298403,0.0,34024,101,3284071,0.001,1042.1080666696382,563.322079760562
965,3449638,3463.5,-16268.13831999,0.0,34092,101,3288071,0.001,1038.8142495269776,566.5327494506836
966,3449840,3425.52,-15903.13926168,0.0,34117,101,3289638,0.001,1043.01389007471,566.4617560250418
967,3453840,3425.52,-15913.669114530001,0.0,34163,101,3289840,0.001,1016.8238685532372,566.3658942798577
968,3457840,3425.52,-15890.236575170002,0.0,34257,100,3293840,0.001,1010.0165546112061,565.921730834961
969,3461840,3425.52,-16022.755979950001,0.0,34352,100,3297840,0.001,1042.798538833618,565.7355458068847
970,3465840,3425.52,-15925.971666520001,0.0,34444,100,3301840,0.001,1035.5768217163086,567.8915150756836
971,3469758,3424.7,-15987.56607975,0.0,34539,100,3305840,0.001,1041.4821486968995,570.3471096496583
972,3473758,3424.7,-15994.128197980002,0.0,34633,100,3309758,0.001,1046.0488142448764,572.1913977754913
973,3477758,3424.7,-16045.01948505,0.0,34726,100,3313758,0.001,1036.0796571807862,575.8460751647949
974,3481758,3459.5,-16358.449365440001,0.0,34828,99,3317758,0.001,1037.0161755828858,575.5177109985351
975,3483374,3435.66,-16147.597778000003,0.0,34897,99,3321758,0.001,1042.445232284546,576.7597812194824
976,3487374,3435.66,-16386.644736150003,0.0,34963,99,3323374,0.001,1048.5067891791316,575.3901126219495
977,3491374,3435.66,-16067.46488016,0.0,35055,99,3327374,0.001,1025.6200724639893,575.3348589782715
978,3495374,3435.66,-16114.408633530002,0.0,35150,99,3331374,0.001,1052.6691936645507,572.9815668029785
979,3499374,3435.66,-16079.971161930001,0.0,35242,99,3335374,0.001,1053.0684828033448,576.5962524414062
980,3503374,3435.66,-15926.673126000002,0.0,35335,99,3339374,0.001,1061.151239868164,575.7725167846679
981,3507374,3435.66,-16006.171014679998,0.0,35430,98,3343374,0.001,1058.1389625854492,575.3918439331055
982,3511374,3435.66,-16030.902995909999,0.0,35525,98,3347374,0.001,1081.4305308990479,575.0297094116211
983,3515374,3451.33,-16030.66369636,0.0,35617,98,3351374,0.001,1072.6471271514893,575.9427105407715
984,3519374,3451.33,-16046.639506549998,0.0,35708,98,3355374,0.001,1027.759772567749,573.2512798156738
985,3523374,3451.33,-16316.496818459998,0.0,35808,98,3359374,0.001,1065.6041563720703,570.5752212219238
986,3527374,3451.33,-16414.540142319995,0.0,35902,98,3363374,0.001,1099.7951126708983,576.8182245788574
987,3531374,3451.33,-16378.22380414,0.0,35994,98,3367374,0.001,1075.153890701294,576.7436753540039
988,3535374,3451.33,-16328.9672224,0.0,36087,97,3371374,0.001,1072.3666690673829,577.0305570373536
989,3539374,3451.33,-16473.318186440003,0.0,36182,97,3375374,0.001,1047.8556656188964,579.0813210449219
990,3543374,3451.33,-16337.53976556,0.0,36279,97,3379374,0.001,1067.7781422576904,579.0667252502442
991,3547374,3451.33,-16500.66451618,0.0,36374,97,3383374,0.001,1044.1276403808595,577.9331065673828
992,3551374,3485.06,-16662.011324050003,0.0,36468,97,3387374,0.001,1126.7776715393065,580.0009855957031
993,3555374,3485.06,-16871.586089120003,0.0,36569,97,3391374,0.001,1060.1687221221923,580.1981076049805
994,3559374,3485.06,-17062.330939730004,0.0,36672,97,3395374,0.001,1042.586933441162,581.848424987793
995,3563374,3485.06,-16940.38732124,0.0,36768,96,3399374,0.001,1021.3037132110595,578.947646118164
996,3567374,3485.06,-17110.32255117,0.0,36863,96,3403374,0.001,1052.22523727417,581.5465346679688
997,3571374,3485.06,-17022.20908944,0.0,36957,96,3407374,0.001,1060.905195602417,581.0053601379394
998,3575374,3485.06,-17122.78840981,0.0,37053,96,3411374,0.001,1045.8697055358887,579.9271712036133
999,3579374,3485.06,-16891.0200878,0.0,37145,96,3415374,0.001,1024.0978919830322,578.1877875061035
1000,3580795,3459.27,-16660.82859803,0.0,37213,96,3419374,0.001,1023.9100507659912,577.6868696594238
1001,3584795,3459.27,-16250.489531979998,0.0,37272,96,3420795,0.001,1010.1495944190243,575.8613353460607
1002,3588238,3455.29,-16347.162692219998,0.0,37361,96,3424795,0.001,992.6382324676514,575.7229433288575
1003,3588470,3442.65,-16330.300346659998,0.0,37409,95,3428238,0.001,1013.4846569884492,573.8679717415024
1004,3592470,3442.65,-16458.830701029998,0.0,37458,95,3428470,0.001,976.4390929649616,572.6352212840113
1005,3592523,3403.18,-16260.69117238,0.0,37512,95,3432470,0.001,1003.748869430542,574.6847526245117
1006,3596523,3403.18,-16350.049953589998,0.0,37556,95,3432523,0.001,992.4059344597582,572.7731135441707
1007,3600523,3403.18,-16376.02298559,0.0,37648,95,3436523,0.001,1025.749098373413,574.2285606079101
1008,3602032,3378.27,-16236.207297050001,0.0,37716,95,3440523,0.001,1023.390362121582,574.8871753845215
1009,3606032,3400.76,-16333.21055852,0.0,37779,95,3442032,0.001,1020.81995761434,574.3166363242447
1010,3609263,3393.07,-16448.403050079996,0.0,37866,95,3446032,0.001,1020.4384873962402,576.7196331481933
1011,3613263,3414.83,-16569.184467050003,0.0,37949,95,3449263,0.001,1028.367789218611,580.426310082781
1012,3617263,3414.83,-16730.462942050002,0.0,38047,95,3453263,0.001,1001.9049336090088,580.946953125
1013,3621263,3414.83,-16842.033090930003,0.0,38140,94,3457263,0.001,1014.0830951690674,584.4887260742188
1014,3625263,3414.83,-16711.67643841,0.0,38237,94,3461263,0.001,1016.138186706543,582.550780670166
1015,3629263,3414.83,-16544.74577399,0.0,38330,94,3465263,0.001,1004.6861445770263,581.6314401550293
1016,3633263,3437.13,-16671.90700965,0.0,38423,94,3469263,0.001,1014.4791121063232,579.9290652160645
1017,3637263,3444.62,-16806.77344219,0.0,38517,94,3473263,0.001,987.337490447998,575.2512777709961
1018,3641263,3444.62,-17004.28407109,0.0,38620,94,3477263,0.001,1013.0532972717285,574.1521076049804
1019,3643470,3426.69,-16955.52077179,0.0,38695,94,3481263,0.001,994.0533909912109,577.0197432556153
1020,3647470,3426.69,-17172.65131899,0.0,38768,94,3483470,0.001,1031.9305490166232,576.0893535337586
1021,3650892,3420.91,-17039.843066660003,0.0,38853,93,3487470,0.001,1032.792652496338,578.892997467041
1022,3654892,3420.91,-17032.08820056,0.0,38941,93,3490892,0.001,1008.243488305079,577.2761092417286
1023,3658429,3416.28,-16780.96075082,0.0,39029,93,3494892,0.001,1039.3264128417968,579.2337855529785
1024,3662429,3454.5,-16882.71543389,0.0,39115,93,3498429,0.001,1042.3878390565915,577.9816613866193
1025,3666429,3477.48,-16993.70350037,0.0,39207,93,3502429,0.001,1028.976435195923,577.2636482849122
1026,3670429,3477.48,-16978.846185770002,0.0,39299,93,3506429,0.001,1020.2993713989258,577.1774807434082
1027,3674429,3477.48,-16963.37281366,0.0,39391,93,3510429,0.001,1054.661513168335,578.0427371520996
1028,3678429,3477.48,-16976.38828434,0.0,39482,93,3514429,0.001,1024.4172045898438,577.7766675720214
1029,3682429,3477.48,-16974.249761560004,0.0,39583,93,3518429,0.001,1025.8145513610839,577.5951537475586
1030,3686429,3477.48,-16829.258702280003,0.0,39678,92,3522429,0.001,1016.137551147461,579.340044921875
1031,3690429,3477.48,-16501.234611199998,0.0,39770,92,3526429,0.001,1022.6218828277588,579.7564462280274
1032,3694429,3508.44,-16653.15073712,0.0,39863,92,3530429,0.001,1013.7777976226806,581.4584013671875
1033,3698429,3508.44,-16847.683541450002,0.0,39960,92,3534429,0.001,1036.1258520202637,581.9763681640625
1034,3698768,3471.83,-16767.086803240003,0.0,40017,92,3538429,0.001,1008.8835510864258,581.1038658447266
1035,3698863,3432.78,-16655.747412380002,0.0,40025,92,3538768,0.001,1069.119592357174,580.0122389849495
1036,3702863,3454.92,-16831.02088746,0.0,40071,92,3538863,0.001,1071.5780941611843,578.5786574343417
1037,3706863,3454.92,-16739.40850193,0.0,40164,92,3542863,0.001,1013.4302378692627,579.9368886413574
1038,3710863,3454.92,-16924.618590069997,0.0,40263,92,3546863,0.001,995.466336730957,578.5327504882813
1039,3714863,3454.92,-16961.30266709,0.0,40361,92,3550863,0.001,1019.976328414917,575.1538186340332
1040,3718863,3454.92,-16992.51566492,0.0,40454,91,3554863,0.001,1028.4950728149413,576.4775712585449
1041,3719552,3421.81,-16879.588568590003,0.0,40514,91,3558863,0.001,1013.8555116882325,580.0796916503906
1042,3723552,3456.47,-17017.08438698,0.0,40566,91,3559552,0.001,1022.1299288767689,580.4443343452785
1043,3727552,3456.47,-17129.76473241,0.0,40663,91,3563552,0.001,1020.238685470581,582.9626348266602
1044,3731552,3471.27,-17440.21310538,0.0,40762,91,3567552,0.001,1018.5194590454101,586.3718062438965
1045,3735552,3471.27,-17583.78784589,0.0,40861,91,3571552,0.001,977.0083285217286,587.341737121582
1046,3739552,3503.26,-17605.75142167,0.0,40953,91,3575552,0.001,1000.7514410095215,586.0659039611817
1047,3740640,3474.14,-17539.76560096,0.0,41016,91,3579552,0.001,1036.9950108947753,585.2797998046875
1048,3744640,3474.14,-17438.130671409996,0.0,41075,91,3580640,0.001,1052.2711691575892,584.5419144349939
1049,3746047,3485.45,-17455.842765519996,0.0,41142,91,3584640,0.001,1020.6736500396729,586.3846441345215
1050,3746048,3445.46,-17207.37856033,0.0,41163,91,3586047,0.001,1009.6619718181553,584.8139925396459
1051,3750048,3445.46,-17143.557180919997,0.0,41204,91,3586048,0.001,911.0755004882812,579.3729248046875
1052,3754048,3481.98,-17316.48917312,0.0,41297,90,3590048,0.001,1036.853961883545,585.3192675476074
1053,3758048,3481.98,-17191.7405334,0.0,41391,90,3594048,0.001,1020.7548403625489,584.7190836181641
1054,3762048,3481.98,-17057.96020265,0.0,41485,90,3598048,0.001,1021.2221510620117,585.8362549438476
1055,3766048,3481.98,-17165.57390189,0.0,41582,90,3602048,0.001,1017.3905938110352,585.4323138122559
1056,3770048,3481.98,-17303.90016934,0.0,41678,90,3606048,0.001,998.5347257537842,586.400236328125
1057,3772239,3463.89,-17258.09810556,0.0,41752,90,3610048,0.001,1014.4376309204101,585.2046069030762
1058,3776239,3503.37,-17476.08212883,0.0,41824,90,3612239,0.001,1034.5621700312981,584.7005857702804
1059,3780239,3503.37,-17601.713817499996,0.0,41919,90,3616239,0.001,1017.7961622009277,586.6355746765137
1060,3784239,3503.37,-17888.68327139,0.0,42015,90,3620239,0.001,1014.5106697692871,586.8073552246094
1061,3788239,3503.37,-17907.995346249998,0.0,42121,89,3624239,0.001,993.4000646362305,586.9319559631348
1062,3792239,3503.37,-17780.83412,0.0,42219,89,3628239,0.001,995.5453495635986,589.1074676513672
1063,3796239,3521.68,-17952.042131629998,0.0,42314,89,3632239,0.001,984.8187419891358,585.8431111450195
1064,3796425,3483.54,-17590.697223459996,0.0,42369,89,3636239,0.001,1002.5775191955566,586.2992633666992
1065,3800425,3507.87,-17810.28568364,0.0,42417,89,3636425,0.001,967.4125008531796,585.9422213646674
1066,3802369,3525.29,-17899.582143069998,0.0,42489,89,3640425,0.001,992.2139997253418,587.3464152832031
1067,3802842,3490.02,-17770.214033379998,0.0,42521,89,3642369,0.001,1019.3503034929189,587.1602857927236
1068,3803608,3457.68,-17679.15805821,0.0,42538,89,3642842,0.001,1017.7842307867006,587.6163582459784
1069,3807608,3457.68,-17589.660510870002,0.0,42591,89,3643608,0.001,1021.5487085247787,587.3323698915327
1070,3811608,3457.68,-17624.12414258,0.0,42684,89,3647608,0.001,1032.2466177673339,587.3415629577637
1071,3813056,3432.98,-17418.47085062,0.0,42752,89,3651608,0.001,1037.1544135131835,586.875562286377
1072,3814090,3403.32,-17204.17955393,0.0,42784,89,3653056,0.001,1042.851162104317,586.3691135638327
1073,3818090,3403.32,-17422.59185457,0.0,42848,89,3654090,0.001,1031.6494085138495,585.7647041601185
1074,3821380,3396.22,-17181.48288553,0.0,42934,89,3658090,0.001,1031.3698651428222,588.1310147094727
1075,3825380,3420.06,-17474.340541359998,0.0,43022,88,3661380,0.001,1032.289478893338,588.710824445823
1076,3826561,3391.87,-17134.191299690003,0.0,43086,88,3665380,0.001,1009.8169615020752,589.5406843872071
1077,3830561,3391.87,-17325.7062069,0.0,43148,88,3666561,0.001,1006.0814873600895,588.757538876291
1078,3831002,3356.28,-17102.67456587,0.0,43205,88,3670561,0.001,1022.9147100067139,590.3378688049316
