rollout/ep_len_mean,time/total timesteps,time/episodes,time/fps,rollout/success rate,rollout/ep_rew_mean,time/time_elapsed,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate
10000.0,1190000,119,62,0.0,-62671.00401799999,19113,5.836728715896607,11790,178.29329528808594,0.001
10000.0,1200000,120,62,0.0,-62472.84907331999,19277,5.881495404243469,11890,180.26349487304688,0.001
10000.0,1210000,121,62,0.0,-62257.602341759986,19443,5.1173324346542355,11990,182.3655212402344,0.001
10000.0,1220000,122,62,0.0,-62039.78226949999,19610,6.292958402633667,12090,169.46685180664062,0.001
10000.0,1230000,123,62,0.0,-61885.53389380999,19775,5.024157381057739,12190,190.45193786621093,0.001
10000.0,1240000,124,62,0.0,-61666.97007405,19939,4.5791185855865475,12290,193.34516296386718,0.001
10000.0,1250000,125,62,0.0,-61552.34415553999,20105,5.892748069763184,12390,196.63189697265625,0.001
10000.0,1260000,126,62,0.0,-61265.91367139001,20270,4.063257026672363,12490,183.6750274658203,0.001
10000.0,1270000,127,62,0.0,-61018.19896702,20436,5.657974195480347,12590,188.38681335449218,0.001
10000.0,1280000,128,62,0.0,-60806.488739110006,20600,5.170593428611755,12690,200.2461364746094,0.001
10000.0,1290000,129,62,0.0,-60807.39185197002,20765,4.80466661453247,12790,189.96163330078124,0.001
10000.0,1300000,130,62,0.0,-60487.435257910016,20930,6.165969586372375,12890,209.63575439453126,0.001
10000.0,1310000,131,62,0.0,-60430.40037193001,21096,5.825368738174438,12990,202.61125793457032,0.001
10000.0,1320000,132,62,0.0,-60437.15905051,21260,4.225249624252319,13090,196.2842559814453,0.001
10000.0,1330000,133,62,0.0,-60394.02266480999,21426,4.14006609916687,13190,201.58650817871094,0.001
10000.0,1340000,134,62,0.0,-60412.28307397001,21592,4.280646896362304,13290,212.33131713867186,0.001
10000.0,1350000,135,62,0.0,-60260.44153683,21757,4.437179017066955,13390,221.01492919921876,0.001
10000.0,1360000,136,62,0.0,-59817.498049140006,21921,3.608468794822693,13490,217.81847534179687,0.001
10000.0,1370000,137,62,0.0,-59878.48134553,22087,5.457406949996948,13590,211.02117614746095,0.001
10000.0,1380000,138,62,0.0,-59909.91743297,22252,5.2407657384872435,13690,210.82655639648436,0.001
10000.0,1390000,139,62,0.0,-59521.80127886999,22416,4.483815598487854,13790,224.01931762695312,0.001
10000.0,1400000,140,61,0.0,-59079.64985347,22582,5.435029172897339,13890,228.51719665527344,0.001
10000.0,1410000,141,61,0.0,-59078.718434450006,22746,3.64824001789093,13990,229.2545135498047,0.001
10000.0,1420000,142,61,0.0,-58661.7559571,22912,4.660190391540527,14090,230.1075225830078,0.001
10000.0,1430000,143,61,0.0,-58194.909390870016,23079,3.9795850276947022,14190,223.42852478027345,0.001
10000.0,1440000,144,61,0.0,-57752.632072320004,23244,4.1869494915008545,14290,230.13020935058594,0.001
10000.0,1450000,145,61,0.0,-57783.12920792001,23411,4.2397795677185055,14390,230.50133056640624,0.001
10000.0,1460000,146,61,0.0,-57777.82375511001,23576,4.444360089302063,14490,243.78622131347657,0.001
10000.0,1470000,147,61,0.0,-57798.649477169994,23742,5.096078634262085,14590,256.72999572753906,0.001
10000.0,1480000,148,61,0.0,-57538.08088853,23907,4.522377157211304,14690,246.66026916503907,0.001
10000.0,1490000,149,61,0.0,-57454.28285263001,24073,3.5290892362594604,14790,253.82662963867188,0.001
10000.0,1500000,150,61,0.0,-57468.43370321001,24238,4.32608470916748,14890,245.81558532714843,0.001
10000.0,1510000,151,61,0.0,-57436.967168430005,24404,2.7784906387329102,14990,260.0703460693359,0.001
