time/fps,rollout/success rate,rollout/ep_len_mean,time/time_elapsed,time/total timesteps,time/episodes,rollout/ep_rew_mean,train/n_updates,train/critic_loss,train/learning_rate,train/actor_loss
45,0.0,3540.84,23031,1043237,284,-21678.873090600002,879237,435.7332552032471,0.001,594.1207684020997
45,0.0,3503.12,23086,1043465,285,-21596.18503467,883237,441.3837885665894,0.001,595.1225050354004
45,0.0,3503.12,23131,1047465,286,-21291.444214999996,883465,437.18861041152684,0.001,594.2736934193393
45,0.0,3503.12,23223,1051465,287,-21201.25996009,887465,440.9761941757202,0.001,594.8459231872558
45,0.0,3503.12,23318,1055465,288,-21169.97021425,891465,442.34521855163575,0.001,596.3078388061523
45,0.0,3538.83,23413,1059465,289,-21427.51930052,895465,443.2198391418457,0.001,596.511074584961
45,0.0,3524.86,23491,1062068,290,-21400.873448550003,899465,443.3811830368042,0.001,596.5971450500489
45,0.0,3524.86,23568,1066068,291,-21359.703606280003,902068,447.14307208066714,0.001,594.7940072852163
45,0.0,3524.86,23662,1070068,292,-21172.557241079998,906068,440.18111318206786,0.001,594.6307692565917
45,0.0,3524.86,23755,1074068,293,-20997.207067179996,910068,447.00903374481203,0.001,593.4539647216797
45,0.0,3524.86,23847,1078068,294,-20701.441360110002,914068,453.3430189819336,0.001,592.5502026367187
45,0.0,3524.86,23956,1082068,295,-20767.26571277,918068,447.62519062042236,0.001,591.334987487793
45,0.0,3524.86,24057,1086068,296,-20854.40409611,922068,468.1826391677856,0.001,593.8192749328613
45,0.0,3524.86,24149,1090068,297,-20680.28268234,926068,468.3839050140381,0.001,596.1505467834472
45,0.0,3500.57,24217,1091639,298,-20350.16222152,930068,460.6436228027344,0.001,595.2017407226563
45,0.0,3500.57,24280,1095639,299,-20194.35644758,931639,462.3896978367369,0.001,594.2330102228055
45,0.0,3500.57,24374,1099639,300,-20231.276735120002,935639,464.0758125,0.001,595.2788979492187
45,0.0,3500.57,24470,1103639,301,-20324.28828657,939639,471.28806467437744,0.001,595.0271340942382
45,0.0,3500.57,24565,1107639,302,-20180.388115570004,943639,465.21157552337644,0.001,596.7937634277343
45,0.0,3500.57,24656,1111639,303,-20014.9504387,947639,463.40823632049563,0.001,597.9999694824219
45,0.0,3534.62,24750,1115639,304,-20182.62331664,951639,473.4421153945923,0.001,600.0309232177734
44,0.0,3503.15,24812,1116492,305,-20103.710748800004,955639,480.9183744354248,0.001,601.9319456787109
44,0.0,3470.11,24832,1117188,306,-19852.431470830004,956492,491.6413695501974,0.001,601.4034591067312
44,0.0,3433.15,24847,1117492,307,-19678.342426479998,957188,485.67117406033924,0.001,601.5133652961117
44,0.0,3398.08,24858,1117985,308,-19419.33229414,957492,479.8604002500835,0.001,602.0677691007916
44,0.0,3406.55,24881,1119394,309,-19432.260231599997,957985,481.13785570001505,0.001,601.10037032957
45,0.0,3413.69,24947,1123394,310,-19702.450406079995,959394,496.5528096184822,0.001,602.1425398589871
45,0.0,3413.69,25039,1127394,311,-19525.53039149,963394,490.58065856170657,0.001,604.1415303649902
45,0.0,3413.69,25134,1131394,312,-19330.08375734,967394,487.8862115097046,0.001,605.7166588134766
45,0.0,3413.69,25230,1135394,313,-19455.59043154,971394,498.3395080108643,0.001,606.459716796875
44,0.0,3394.82,25305,1137507,314,-19359.009108119997,975394,488.5256005859375,0.001,607.6447326049805
44,0.0,3394.82,25373,1141507,315,-19266.318289519997,977507,496.68553380429097,0.001,607.1430769255667
44,0.0,3365.77,25437,1142602,316,-19074.478747999998,981507,493.08821612548826,0.001,608.5612353820801
44,0.0,3365.77,25503,1146602,317,-19309.922987979997,982602,493.0031298772385,0.001,609.3358916122548
44,0.0,3370.53,25595,1150602,318,-19141.48296897,986602,486.08809117126464,0.001,610.6497836608887
44,0.0,3370.53,25689,1154602,319,-18943.888545109996,990602,496.5463106002808,0.001,609.7435037841797
44,0.0,3370.53,25782,1158602,320,-18869.367603719995,994602,507.11047007751466,0.001,610.8393733215332
44,0.0,3370.53,25881,1162602,321,-19139.49112675,998602,510.8115421447754,0.001,613.1421936950684
44,0.0,3395.94,25976,1166602,322,-19228.102436149995,1002602,508.8001724472046,0.001,612.4928220825195
44,0.0,3424.4,26072,1170602,323,-19463.6586097,1006602,519.4029886016846,0.001,610.1494309082032
44,0.0,3424.4,26170,1174602,324,-19345.84717977,1010602,530.1902879867554,0.001,607.5742456359864
44,0.0,3395.48,26238,1175710,325,-19183.80755358,1014602,544.0076939392089,0.001,606.8789005737304
44,0.0,3395.48,26293,1179710,326,-18881.54951362,1015710,526.921474277758,0.001,603.903915129844
44,0.0,3395.48,26392,1183710,327,-18971.057974350002,1019710,532.1497533416748,0.001,602.0039158935547
44,0.0,3395.48,26493,1187710,328,-18957.18799949,1023710,531.289715133667,0.001,600.9996797790527
44,0.0,3395.48,26587,1191710,329,-18682.21363636,1027710,536.160427986145,0.001,600.6897342224121
44,0.0,3400.4,26665,1194047,330,-18806.66495097,1031710,542.6996204376221,0.001,599.3727227783203
44,0.0,3400.4,26742,1198047,331,-18718.24990672,1034047,536.7969023052015,0.001,595.8273461746843
44,0.0,3434.04,26834,1202047,332,-18773.01432764,1038047,548.1721249694824,0.001,594.0081353149415
44,0.0,3434.04,26928,1206047,333,-18670.649349,1042047,543.9371431961059,0.001,592.4025593261719
44,0.0,3434.04,27021,1210047,334,-18438.922540590003,1046047,537.8842840194702,0.001,591.7749432678222
44,0.0,3456.46,27118,1214047,335,-18783.79640625,1050047,554.4731169281006,0.001,593.0475876464844
44,0.0,3432.87,27190,1215688,336,-18751.600228490002,1054047,546.9885237579346,0.001,595.5202787475586
44,0.0,3432.87,27255,1219688,337,-18964.727791010002,1055688,553.1103350670145,0.001,596.011535272819
44,0.0,3432.87,27346,1223688,338,-18771.45501547,1059688,559.9848168792724,0.001,597.65375390625
44,0.0,3432.87,27440,1227688,339,-18748.08884545,1063688,549.9935310668945,0.001,596.2692865905761
44,0.0,3432.87,27540,1231688,340,-18868.20174375,1067688,574.8497847366333,0.001,597.0021260681152
44,0.0,3454.75,27631,1235688,341,-18808.9626065,1071688,567.7374285583496,0.001,599.0723391418458
44,0.0,3483.9,27735,1239688,342,-19169.407145350004,1075688,554.6680339813232,0.001,597.7250827026368
44,0.0,3454.16,27798,1240714,343,-18824.07804493,1079688,549.4748231887818,0.001,596.2500868835449
44,0.0,3454.16,27852,1244714,344,-18579.12870365,1080714,566.725089833518,0.001,596.4599016869975
44,0.0,3454.16,27946,1248714,345,-18729.61837683,1084714,565.4044283370972,0.001,597.2239235534668
44,0.0,3454.16,28039,1252714,346,-18583.98730206,1088714,555.7195986251832,0.001,599.4594368896485
44,0.0,3437.78,28117,1255076,347,-18584.11916507,1092714,551.2305925598145,0.001,601.582904510498
44,0.0,3437.78,28194,1259076,348,-18703.02215943,1095076,565.3141278711847,0.001,600.7251840150528
44,0.0,3414.86,28264,1260784,349,-18663.58492848,1099076,572.522887512207,0.001,601.498157043457
44,0.0,3414.86,28338,1264784,350,-18677.27633655,1100784,551.5612073804512,0.001,601.3024522839441
44,0.0,3414.86,28433,1268784,351,-18485.947065350003,1104784,554.8799886703491,0.001,602.6551393432617
44,0.0,3414.86,28529,1272784,352,-18553.67843787,1108784,561.0562400894165,0.001,599.4193277587891
44,0.0,3449.52,28626,1276784,353,-18775.122623080002,1112784,576.1834475250245,0.001,598.9334489135742
44,0.0,3449.52,28719,1280784,354,-18648.42609929,1116784,579.0167371520996,0.001,599.6301518249512
44,0.0,3481.22,28822,1284784,355,-19038.78782447,1120784,567.5541970214844,0.001,598.1759799194336
44,0.0,3481.22,28919,1288784,356,-19187.42003803,1124784,588.1520707931519,0.001,602.1403708190918
44,0.0,3501.44,29018,1292784,357,-19450.59496229,1128784,572.9083818817139,0.001,601.2863589172364
44,0.0,3472.37,29082,1293877,358,-19145.028443530002,1132784,576.4528094940185,0.001,600.6333976135254
44,0.0,3508.36,29140,1297877,359,-19302.64972969,1133877,576.9212871527083,0.001,600.373999738868
44,0.0,3508.36,29237,1301877,360,-19369.216832260005,1137877,587.0005491104126,0.001,599.9563484191895
44,0.0,3508.36,29331,1305877,361,-19375.323390700003,1141877,578.5197783584595,0.001,601.9034261779785
44,0.0,3546.4,29423,1309877,362,-19501.573118880002,1145877,580.2988485260009,0.001,599.6729797363281
44,0.0,3529.04,29499,1312141,363,-19454.98312963,1149877,579.6948280639648,0.001,598.5739485473633
44,0.0,3491.45,29532,1312382,364,-19104.5332185,1152141,593.7935730897075,0.001,597.3994217188535
44,0.0,3491.45,29585,1316382,365,-19239.169673239998,1152382,557.2604105462672,0.001,596.9133169631327
44,0.0,3491.45,29678,1320382,366,-19131.021132089998,1156382,588.9260024337768,0.001,598.128489440918
44,0.0,3491.45,29772,1324382,367,-19047.16281765,1160382,602.1396604919433,0.001,597.0322239379883
44,0.0,3491.45,29871,1328382,368,-19043.39345238,1164382,597.8162149353027,0.001,597.4251314392089
44,0.0,3491.45,29964,1332382,369,-19048.449448170002,1168382,595.7059412307739,0.001,598.5059640808106
44,0.0,3491.45,30061,1336382,370,-19083.627800830003,1172382,587.3168939819336,0.001,597.8952040710449
44,0.0,3491.45,30155,1340382,371,-19005.81820348,1176382,586.7886684799195,0.001,598.5399076843262
44,0.0,3491.45,30252,1344382,372,-19131.29952011,1180382,596.6088823318481,0.001,598.8300642089844
44,0.0,3491.45,30349,1348382,373,-19090.955676240003,1184382,581.6712080459595,0.001,598.0251262207031
44,0.0,3491.45,30445,1352382,374,-19263.12152475,1188382,611.8208905181884,0.001,599.6564295349121
44,0.0,3470.43,30518,1354280,375,-19063.105520710003,1192382,586.8951817703247,0.001,599.0542580871582
44,0.0,3470.43,30587,1358280,376,-18991.75451396,1194280,594.3570327678395,0.001,597.5347169769576
44,0.0,3464.77,30676,1361714,377,-18727.10687903,1198280,600.065705871582,0.001,597.134315032959
44,0.0,3464.77,30763,1365714,378,-18497.71014264,1201714,602.9705404060555,0.001,594.2094039072738
44,0.0,3445.41,30841,1367778,379,-18317.97872199,1205714,612.2218637542725,0.001,594.0695593261719
44,0.0,3445.41,30913,1371778,380,-18412.517810549998,1207778,619.0284952710765,0.001,594.3534474927326
44,0.0,3445.41,31008,1375778,381,-18447.04508289,1211778,613.2019136428833,0.001,594.7768978881836
44,0.0,3445.41,31114,1379778,382,-18742.20688614,1215778,617.4041187057495,0.001,592.8728115844726
44,0.0,3445.41,31222,1383778,383,-18832.11881236,1219778,599.2775896224975,0.001,591.2138054199219
44,0.0,3445.41,31321,1387778,384,-18791.56357894,1223778,592.9393039627075,0.001,591.8240458984375
44,0.0,3483.13,31418,1391778,385,-19009.357652090002,1227778,600.4175347061157,0.001,592.9553199157715
44,0.0,3483.13,31514,1395778,386,-18992.25748249,1231778,604.404563369751,0.001,590.9991447753906
44,0.0,3483.13,31619,1399778,387,-19220.25727586,1235778,606.7161027526855,0.001,589.336590209961
44,0.0,3458.49,31690,1401314,388,-18997.192629779995,1239778,597.5529280624389,0.001,589.441671875
44,0.0,3458.49,31754,1405314,389,-18766.582733639996,1241314,594.4868487715721,0.001,587.0663516521454
44,0.0,3472.46,31864,1409314,390,-19106.11497376,1245314,594.2280291442871,0.001,584.936729522705
44,0.0,3472.46,31961,1413314,391,-18993.63264664,1249314,594.0001920547485,0.001,579.9964222717285
44,0.0,3472.46,32057,1417314,392,-18906.990997290002,1253314,597.8038121109009,0.001,577.8303065795899
44,0.0,3434.45,32112,1417513,393,-18746.239431530004,1257314,596.9015071182251,0.001,575.4125588073731
44,0.0,3434.45,32156,1421513,394,-18691.852553250003,1257513,618.8670169696137,0.001,575.2665633384628
44,0.0,3407.2,32221,1422788,395,-18306.248272030003,1261513,622.4670372314453,0.001,573.5814873962403
44,0.0,3407.2,32284,1426788,396,-18236.934651890002,1262788,618.5323920036765,0.001,573.4906379914956
44,0.0,3372.58,32342,1427326,397,-18145.89582045,1266788,601.4613508148193,0.001,574.9835410461426
44,0.0,3396.87,32392,1431326,398,-18291.78104862,1267326,621.8568746573862,0.001,574.5203923221858
44,0.0,3396.87,32493,1435326,399,-18465.71980576,1271326,606.6985715637207,0.001,574.1482322387695
44,0.0,3396.87,32592,1439326,400,-18638.515494189996,1275326,598.315104385376,0.001,572.5830561828614
44,0.0,3396.87,32683,1443326,401,-18461.12695877,1279326,600.3380648040771,0.001,569.3086123962403
44,0.0,3396.87,32776,1447326,402,-18401.16598729,1283326,602.7879665603638,0.001,565.6176192932129
44,0.0,3396.87,32874,1451326,403,-18620.18098584,1287326,611.8479139251709,0.001,565.2490602111816
44,0.0,3371.37,32941,1452776,404,-18439.975044529998,1291326,602.7476562347412,0.001,566.1357818908691
44,0.0,3402.84,33004,1456776,405,-18664.822675649997,1292776,598.22721620757,0.001,564.5418944470636
44,0.0,3435.88,33100,1460776,406,-18933.8410485,1296776,607.5517692337036,0.001,564.717837677002
44,0.0,3472.84,33197,1464776,407,-19216.577785499998,1300776,597.6677371902466,0.001,562.2858667907715
44,0.0,3507.91,33289,1468776,408,-19305.197838030002,1304776,606.3974826736451,0.001,562.2648958435059
44,0.0,3511.94,33361,1470588,409,-19393.06110213,1308776,610.3354234542846,0.001,561.0571672363282
44,0.0,3476.32,33391,1471026,410,-19091.233604869998,1310588,598.1605652394411,0.001,561.1712910565846
44,0.0,3446.73,33410,1472067,411,-19054.492205630002,1311026,600.2044370468349,0.001,560.757153097353
44,0.0,3412.37,33432,1472631,412,-18925.31030117,1312067,633.1592758134738,0.001,561.3529888446515
44,0.0,3412.37,33483,1476631,413,-18895.257372170003,1312631,605.0558002011995,0.001,560.8676342253989
44,0.0,3431.24,33578,1480631,414,-19085.86901107,1316631,620.7607641448975,0.001,561.2143403320313
44,0.0,3431.24,33671,1484631,415,-19155.45122801,1320631,612.9406721038819,0.001,560.851737121582
44,0.0,3460.29,33768,1488631,416,-19418.31469516,1324631,618.0253917160035,0.001,564.0430918579102
44,0.0,3460.29,33860,1492631,417,-19124.38544109,1328631,602.4500798187256,0.001,563.3160938415527
44,0.0,3460.29,33955,1496631,418,-19272.748489949998,1332631,608.6864783172607,0.001,563.6897083435059
44,0.0,3460.29,34046,1500631,419,-19140.66852808,1336631,616.7941131820679,0.001,563.5530746765137
44,0.0,3460.29,34141,1504631,420,-19280.80034162,1340631,616.2792130737305,0.001,562.3046258850097
44,0.0,3460.29,34234,1508631,421,-19077.20466098,1344631,618.0274248962403,0.001,564.3691481933594
44,0.0,3460.29,34329,1512631,422,-19199.583502640002,1348631,616.7033716659546,0.001,566.1812866516113
44,0.0,3460.29,34425,1516631,423,-19208.52510185,1352631,626.4568956909179,0.001,566.230883605957
44,0.0,3460.29,34521,1520631,424,-19307.03791682,1356631,646.7184802398682,0.001,566.2943627624512
44,0.0,3489.21,34618,1524631,425,-19541.63806768,1360631,621.6095366363526,0.001,565.9328349609375
44,0.0,3489.21,34715,1528631,426,-19685.730404820002,1364631,611.6836795959473,0.001,564.7807813720704
44,0.0,3489.21,34812,1532631,427,-19493.78845269,1368631,623.721375656128,0.001,564.4886702270508
44,0.0,3489.21,34904,1536631,428,-19116.770705580002,1372631,629.6876710891723,0.001,565.2380003967285
44,0.0,3489.21,35000,1540631,429,-19166.128146900002,1376631,620.6288895645141,0.001,559.9394169311523
43,0.0,3505.84,35105,1544631,430,-19259.41670864,1380631,628.9949459228516,0.001,556.8476131591797
43,0.0,3505.84,35201,1548631,431,-19213.210054709998,1384631,620.0380333404541,0.001,555.8670255432129
43,0.0,3505.84,35293,1552631,432,-19186.53680106,1388631,619.8117304763794,0.001,553.4073568725586
43,0.0,3505.84,35390,1556631,433,-19228.699385630003,1392631,627.4803626556396,0.001,551.241273223877
43,0.0,3505.84,35491,1560631,434,-19404.586981559998,1396631,618.920085281372,0.001,549.9362159729004
43,0.0,3505.84,35585,1564631,435,-19174.86569082,1400631,617.2004703521728,0.001,549.41581930542
43,0.0,3529.43,35684,1568631,436,-19344.06161062,1404631,631.2416030578613,0.001,549.0129851989747
43,0.0,3493.72,35741,1569060,437,-19112.484276440002,1408631,631.928599899292,0.001,550.5568243713379
43,0.0,3493.72,35793,1573060,438,-19298.96137483,1409060,659.6255807587595,0.001,550.4663239235102
43,0.0,3493.31,35889,1577019,439,-19412.451965539996,1413060,643.1800915679931,0.001,551.8005302124024
43,0.0,3493.31,35985,1581019,440,-19166.912680949998,1417019,654.9721998661328,0.001,556.7435863431263
43,0.0,3493.31,36078,1585019,441,-19220.30884026,1421019,655.2411371307373,0.001,557.4110981445313
43,0.0,3493.31,36170,1589019,442,-18914.932236620003,1425019,663.9618270874023,0.001,556.3580467834473
43,0.0,3523.05,36268,1593019,443,-19229.363590769997,1429019,650.4916549530029,0.001,555.5486377563476
43,0.0,3523.05,36360,1597019,444,-19214.668825070003,1433019,648.1290592803955,0.001,551.7062810974121
43,0.0,3523.05,36456,1601019,445,-19271.0826971,1437019,649.0716572875976,0.001,547.6476780700683
43,0.0,3523.05,36553,1605019,446,-19379.081500869997,1441019,647.9361952972412,0.001,544.3813609924316
43,0.0,3505.14,36611,1605590,447,-19278.041277849996,1445019,641.9502569198609,0.001,542.264623840332
43,0.0,3505.14,36664,1609590,448,-19349.8828354,1445590,639.2790224840261,0.001,540.7215751167778
43,0.0,3528.06,36756,1613590,449,-19298.61526226,1449590,633.3391496963501,0.001,539.2513392028809
43,0.0,3528.06,36852,1617590,450,-19234.75430733,1453590,643.256452697754,0.001,537.7052252197266
43,0.0,3528.06,36947,1621590,451,-19163.453631819997,1457590,650.6217314071655,0.001,539.7462782287598
43,0.0,3528.06,37045,1625590,452,-19188.80348765,1461590,640.3185637741088,0.001,538.1573985900878
43,0.0,3528.06,37140,1629590,453,-19186.51185164,1465590,627.2556349487305,0.001,536.5555060119628
43,0.0,3489.51,37196,1629735,454,-19131.00126,1469590,615.8193362884522,0.001,533.8670543823242
43,0.0,3489.51,37239,1633735,455,-18730.35718145,1469735,628.8444289634967,0.001,532.1804470486111
43,0.0,3489.51,37335,1637735,456,-18699.604830750002,1473735,621.4402442245483,0.001,533.3640410461426
43,0.0,3489.51,37430,1641735,457,-18537.93645051,1477735,623.8362891693115,0.001,530.3064142150879
43,0.0,3518.58,37523,1645735,458,-18568.74406622,1481735,641.9127113800049,0.001,528.9315296020508
43,0.0,3518.58,37616,1649735,459,-18509.78909245,1485735,638.8806038894653,0.001,527.3991330566406
43,0.0,3518.58,37708,1653735,460,-18237.123692359997,1489735,626.4880612487793,0.001,526.0122762908935
43,0.0,3518.58,37804,1657735,461,-18354.368702839998,1493735,625.7796110076904,0.001,522.4765045013428
43,0.0,3518.58,37899,1661735,462,-18466.728737650003,1497735,630.6225033874512,0.001,524.3870396118164
43,0.0,3535.94,37991,1665735,463,-18533.79176629,1501735,629.870078781128,0.001,523.1631217193603
43,0.0,3536.82,38048,1666064,464,-18547.67603934,1505735,635.6093391723633,0.001,522.7752331695557
43,0.0,3536.82,38108,1670064,465,-18659.89458928,1506064,625.0147706933296,0.001,521.9980803518584
43,0.0,3498.53,38163,1670235,466,-18503.994945839997,1510064,614.7925860977173,0.001,518.3433616638183
43,0.0,3498.53,38217,1674235,467,-18715.15459696,1510235,623.5621088039109,0.001,518.2178208295037
43,0.0,3498.53,38312,1678235,468,-18599.09335155,1514235,625.9377612304687,0.001,521.0350568389892
43,0.0,3498.53,38407,1682235,469,-18734.269018000003,1518235,631.4548654937744,0.001,522.711080581665
43,0.0,3498.53,38504,1686235,470,-18682.100169489997,1522235,648.1942775268554,0.001,525.3485696411133
43,0.0,3496.29,38595,1690011,471,-18663.5606408,1526235,662.7829193572998,0.001,531.2237942504883
43,0.0,3496.29,38690,1694011,472,-18644.28282776,1530011,643.5527582491859,0.001,533.9282050051931
43,0.0,3477.92,38765,1696174,473,-18487.54003859,1534011,649.029139465332,0.001,536.1460719299316
43,0.0,3444.09,38802,1696791,474,-18249.84201947,1536174,646.9291716499346,0.001,538.1275250052348
43,0.0,3465.11,38858,1700791,475,-18508.56415004,1536791,659.7889068949744,0.001,539.1693614612926
43,0.0,3465.11,38953,1704791,476,-18456.481478390004,1540791,656.1204734039306,0.001,541.4184774169922
43,0.0,3470.77,39064,1708791,477,-18779.31571668,1544791,651.663261062622,0.001,542.1715580749511
43,0.0,3470.77,39158,1712791,478,-18836.073923289998,1548791,628.1071067810059,0.001,545.4833330993653
43,0.0,3487.73,39247,1716551,479,-18771.01080989,1552791,645.8391185760498,0.001,545.7853736572266
43,0.0,3487.73,39336,1720551,480,-18688.08564875,1556551,647.2198884355261,0.001,542.9120811300074
43,0.0,3487.73,39434,1724551,481,-18807.121765509997,1560551,649.9188836517334,0.001,540.2070136108398
43,0.0,3457.8,39498,1725558,482,-18488.23400291,1564551,656.5734095001221,0.001,535.5768258361817
43,0.0,3457.8,39568,1729558,483,-18486.10167167,1565558,675.2087307184669,0.001,534.1574618627154
43,0.0,3457.8,39660,1733558,484,-18251.872355879997,1569558,643.1305990447999,0.001,534.637553314209
43,0.0,3449.89,39745,1736767,485,-18118.418701849998,1573558,657.171621887207,0.001,533.2497666625976
43,0.0,3449.89,39828,1740767,486,-18205.55515086,1576767,657.2450416591093,0.001,532.7220067811428
43,0.0,3449.89,39922,1744767,487,-18020.707229579995,1580767,648.547418762207,0.001,530.6522126770019
43,0.0,3474.53,40023,1748767,488,-18364.114993779996,1584767,650.9899739990234,0.001,530.2196682739258
43,0.0,3474.53,40120,1752767,489,-18718.88765082,1588767,634.4195601501465,0.001,529.519190826416
43,0.0,3454.43,40193,1754757,490,-18414.49922183,1592767,633.1190491867065,0.001,530.8273020629883
43,0.0,3420.69,40227,1755383,491,-18325.23723568,1594757,659.4584154598678,0.001,530.3363256713254
43,0.0,3420.69,40279,1759383,492,-18426.19234159,1595383,638.268367974522,0.001,530.0200228462585
43,0.0,3458.7,40372,1763383,493,-18548.37504996,1599383,656.4587017974853,0.001,530.5109233093261
43,0.0,3458.7,40473,1767383,494,-18736.34244948,1603383,639.5592299041748,0.001,529.2588063354492
43,0.0,3485.95,40570,1771383,495,-19027.202770369997,1607383,643.624504119873,0.001,529.9173305053711
43,0.0,3485.95,40665,1775383,496,-18950.95111228,1611383,649.7363941345214,0.001,530.1249463500976
43,0.0,3520.57,40759,1779383,497,-19136.76134025,1615383,639.9866504058838,0.001,531.8149201660157
43,0.0,3520.57,40851,1783383,498,-18996.924422900003,1619383,647.4233142700195,0.001,531.3668631896973
43,0.0,3520.57,40948,1787383,499,-18671.818454580003,1623383,650.9549299163818,0.001,532.6779530334472
43,0.0,3520.57,41044,1791383,500,-18421.695585579997,1627383,646.1214402770996,0.001,530.1078042907715
43,0.0,3520.57,41136,1795383,501,-18393.755011579997,1631383,642.0041578826904,0.001,529.8048994750976
43,0.0,3520.57,41232,1799383,502,-18376.317069809997,1635383,626.8302404327393,0.001,527.2825909881592
43,0.0,3520.57,41328,1803383,503,-18205.91396295,1639383,641.4541259155274,0.001,526.5472856445313
43,0.0,3546.07,41422,1807383,504,-18351.31357249,1643383,628.0310840835572,0.001,524.5781484680176
43,0.0,3546.07,41515,1811383,505,-18205.34209569,1647383,642.4890006256104,0.001,522.3777022247315
43,0.0,3546.07,41607,1815383,506,-18084.67404128,1651383,627.2649306869507,0.001,522.7717750549316
43,0.0,3546.07,41700,1819383,507,-17884.17136761,1655383,638.0788518371583,0.001,522.6231736907959
43,0.0,3546.07,41806,1823383,508,-18167.58623741,1659383,643.9085180816651,0.001,521.9753707733154
43,0.0,3567.95,41901,1827383,509,-18263.0275232,1663383,624.7697035522461,0.001,522.1743098449707
43,0.0,3603.57,41998,1831383,510,-18450.7657359,1667383,639.0033511352539,0.001,523.814892578125
43,0.0,3633.16,42089,1835383,511,-18430.87621866,1671383,642.3915064697266,0.001,525.4884573822021
43,0.0,3643.45,42159,1836976,512,-18512.95328568,1675383,644.191719039917,0.001,526.2252354278564
43,0.0,3643.45,42223,1840976,513,-18491.43232265,1676976,642.0021023220486,0.001,527.2598053706037
43,0.0,3643.45,42314,1844976,514,-18284.84360435,1680976,649.0426489868164,0.001,526.817672027588
43,0.0,3623.27,42387,1846958,515,-18178.91627684,1684976,648.1985513000488,0.001,526.4410249176026
43,0.0,3623.27,42456,1850958,516,-18045.691373349997,1686958,671.5762007604574,0.001,527.1363543867463
43,0.0,3623.27,42553,1854958,517,-18166.30928522,1690958,667.3717941131591,0.001,526.0703081359864
43,0.0,3623.27,42648,1858958,518,-17997.731337999998,1694958,660.799463973999,0.001,525.0920889282227
43,0.0,3623.27,42753,1862958,519,-18299.030457290002,1698958,649.0500852355957,0.001,524.4398181457519
43,0.0,3623.27,42850,1866958,520,-18116.49524695,1702958,665.8828151855469,0.001,524.8754147644042
43,0.0,3623.27,42949,1870958,521,-18215.33285268,1706958,650.6188052825928,0.001,522.6433413085938
43,0.0,3623.27,43050,1874958,522,-18193.80593004,1710958,655.4550520172119,0.001,524.1042173156738
43,0.0,3623.27,43141,1878958,523,-17980.110853069997,1714958,657.8553724060058,0.001,526.2779430541992
43,0.0,3623.27,43232,1882958,524,-17723.42610768,1718958,670.4632638702393,0.001,525.7333824157715
43,0.0,3623.27,43323,1886958,525,-17442.711683759997,1722958,669.7730028533936,0.001,524.9717421875
43,0.0,3623.27,43423,1890958,526,-17624.398280619997,1726958,673.8652677612305,0.001,525.5431663513184
43,0.0,3597.41,43490,1892372,527,-17418.70735659,1730958,667.5433907165527,0.001,525.4527723846436
43,0.0,3597.41,43549,1896372,528,-17463.940017999998,1732372,705.8950086105325,0.001,525.450888454324
43,0.0,3597.41,43648,1900372,529,-17640.72328324,1736372,685.3378123779297,0.001,524.0641170043946
43,0.0,3559.26,43703,1900557,530,-17343.433015119997,1740372,684.0920818023682,0.001,523.3449795379639
43,0.0,3559.26,43756,1904557,531,-17421.345378690003,1740557,697.427686866554,0.001,522.9392507801886
43,0.0,3559.26,43853,1908557,532,-17633.07391129,1744557,695.8496120910645,0.001,527.8335140075684
43,0.0,3559.26,43948,1912557,533,-17559.07246279,1748557,679.6007454833984,0.001,528.8697287292481
43,0.0,3559.26,44040,1916557,534,-17307.62412778,1752557,689.0686635437012,0.001,529.5393279876708
43,0.0,3559.26,44136,1920557,535,-17380.82980555,1756557,683.429269165039,0.001,528.6977019042969
43,0.0,3559.26,44231,1924557,536,-17320.25387765,1760557,680.0786116485596,0.001,528.6067747802734
43,0.0,3594.97,44334,1928557,537,-17696.80370529,1764557,705.8302563323974,0.001,526.7898284606933
43,0.0,3567.85,44400,1929845,538,-17471.316401589997,1768557,679.6228405303955,0.001,525.7583957977295
43,0.0,3568.26,44471,1933845,539,-17608.925678929998,1769845,695.148542179084,0.001,525.1439286699947
43,0.0,3568.26,44564,1937845,540,-17590.488531519997,1773845,705.8824994812012,0.001,529.4410339965821
43,0.0,3568.26,44660,1941845,541,-17714.455818479997,1777845,699.7494569854737,0.001,528.9581268615723
43,0.0,3568.26,44755,1945845,542,-17803.725014699998,1781845,730.7596342926025,0.001,531.847258682251
43,0.0,3568.26,44854,1949845,543,-17746.61491342,1785845,705.2557911071777,0.001,532.0979401855469
43,0.0,3568.26,44953,1953845,544,-18022.78758536,1789845,691.4672153625488,0.001,532.1553190917969
43,0.0,3568.26,45046,1957845,545,-17912.646013200003,1793845,700.2305859527588,0.001,534.6258557739258
43,0.0,3568.26,45140,1961845,546,-17849.23360371,1797845,696.8575007781982,0.001,535.8591636962891
43,0.0,3602.55,45234,1965845,547,-18057.537773160002,1801845,702.171513092041,0.001,536.2154870605468
43,0.0,3602.55,45330,1969845,548,-17963.5246348,1805845,673.7186876983643,0.001,535.148173614502
43,0.0,3602.55,45425,1973845,549,-18174.2766692,1809845,684.9150201873779,0.001,534.7291677856446
43,0.0,3571.05,45487,1974695,550,-17881.26945907,1813845,689.0885247192383,0.001,535.0782122497559
